,gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,redKDR,blueKDR,diffblueWardsPlaced,diffblueWardsDestroyed,diffblueFirstBlood,diffblueKills,diffblueDeaths,diffblueAssists,diffblueEliteMonsters,diffblueDragons,diffblueHeralds,diffblueTowersDestroyed,diffblueTotalGold,diffblueAvgLevel,diffblueTotalExperience,diffblueTotalMinionsKilled,diffblueTotalJungleMinionsKilled,diffblueGoldDiff,diffblueExperienceDiff,diffblueCSPerMin,diffblueGoldPerMin,diffblueKDR,bluevredEliteMonsters,bluevredTowersDestroyed,bluevredWardsPlaced
10,4452162573,0,20,3,1,4,4,6,0,0,0,0,15474,6.6,16611,231,28,331,-1585,23.1,1547.4,15,2,0,4,4,5,1,1,0,0,15143,7.2,18196,216,51,-331,1585,21.6,1514.3,1.625,1.75,5,1,1,0,0,1,-1,-1,0,0,331,-0.6000000000000005,-1585,15,-23,662,-3170,1.5,33.100000000000136,0.125,less,equal,greater
11,4453038156,0,33,2,1,11,11,7,1,0,1,0,16695,7.0,18507,157,40,-1505,-635,15.7,1669.5,17,1,0,11,11,9,0,0,0,0,18200,7.0,19142,188,52,1505,635,18.8,1820.0,1.4090909090909092,1.3181818181818181,16,1,1,0,0,-2,1,0,1,0,-1505,0.0,-635,-31,-12,-3010,-1270,-3.1000000000000014,-150.5,-0.09090909090909105,greater,equal,greater
12,4515594785,1,18,1,1,7,1,11,1,1,0,0,17865,7.4,19102,238,53,3274,1659,23.8,1786.5,12,1,0,1,7,1,0,0,0,0,14591,6.8,17443,240,50,-3274,-1659,24.0,1459.1,0.21428571428571427,12.5,6,0,1,6,-6,10,1,1,0,0,3274,0.6000000000000005,1659,-2,3,6548,3318,-0.1999999999999993,327.4000000000001,12.285714285714286,greater,equal,greater
13,4524924257,0,14,3,0,4,9,1,1,0,1,0,14979,6.6,17213,210,52,-3414,-1141,21.0,1497.9,20,3,1,9,4,11,0,0,0,0,18393,7.2,18354,229,51,3414,1141,22.9,1839.3,3.625,0.5,-6,0,-1,-5,5,-10,1,0,1,0,-3414,-0.6000000000000005,-1141,-19,1,-6828,-2282,-1.8999999999999986,-341.39999999999986,-3.125,greater,equal,less
14,4516505202,1,15,3,1,4,4,4,0,0,0,0,15722,6.8,17896,224,51,-470,-187,22.4,1572.2,102,1,0,4,4,3,0,0,0,0,16192,7.0,18083,242,48,470,187,24.2,1619.2,1.375,1.5,-87,2,1,0,0,1,0,0,0,0,-470,-0.20000000000000018,-187,-18,3,-940,-374,-1.8000000000000007,-47.0,0.125,equal,equal,less
15,4482120064,0,17,1,0,3,7,3,0,0,0,0,15015,6.8,16974,209,53,-1996,-1804,20.9,1501.5,18,3,1,7,3,13,0,0,0,0,17011,7.2,18778,237,51,1996,1804,23.7,1701.1,4.5,0.6428571428571429,-1,-2,-1,-4,4,-10,0,0,0,0,-1996,-0.40000000000000036,-1804,-28,2,-3992,-3608,-2.8000000000000007,-199.5999999999999,-3.857142857142857,equal,equal,less
16,4523758462,1,14,1,1,10,2,8,0,0,0,0,19733,7.6,20862,263,56,5228,3378,26.3,1973.3,13,2,0,2,10,2,1,1,0,0,14505,6.8,17484,210,64,-5228,-3378,21.0,1450.5,0.3,7.0,1,-1,1,8,-8,6,-1,-1,0,0,5228,0.7999999999999998,3378,53,-8,10456,6756,5.300000000000001,522.8,6.7,less,equal,greater
17,4503636905,0,43,3,0,3,7,3,1,0,1,0,14852,6.8,16888,203,54,-1975,-1345,20.3,1485.2,17,14,1,7,3,6,0,0,0,0,16827,6.8,18233,218,53,1975,1345,21.8,1682.7,3.3333333333333335,0.6428571428571429,26,-11,-1,-4,4,-3,1,0,1,0,-1975,0.0,-1345,-15,1,-3950,-2690,-1.5,-197.5,-2.6904761904761907,greater,equal,greater
18,4486384947,1,21,4,1,5,4,11,0,0,0,0,16282,6.8,17378,213,49,882,512,21.3,1628.2,19,3,0,4,5,3,2,1,1,0,15400,6.6,16866,228,52,-882,-512,22.8,1540.0,1.1,2.625,2,1,1,1,-1,8,-2,-1,-1,0,882,0.20000000000000018,512,-15,-3,1764,1024,-1.5,88.20000000000005,1.525,less,equal,greater
19,4457103291,0,11,3,0,5,9,5,0,0,0,0,14994,7.0,17924,188,48,-3155,-2773,18.8,1499.4,15,1,1,9,5,9,0,0,0,0,18149,7.4,20697,219,56,3155,2773,21.9,1814.9,2.7,0.8333333333333334,-4,2,-1,-4,4,-4,0,0,0,0,-3155,-0.40000000000000036,-2773,-31,-8,-6310,-5546,-3.099999999999998,-315.5,-1.8666666666666667,equal,equal,less
20,4472164226,1,14,3,1,11,6,15,1,1,0,0,18606,7.2,19254,214,45,2526,1625,21.4,1860.6,12,2,0,6,11,4,0,0,0,0,16080,7.0,17629,225,48,-2526,-1625,22.5,1608.0,0.7272727272727273,3.0833333333333335,2,1,1,5,-5,11,1,1,0,0,2526,0.20000000000000018,1625,-11,-3,5052,3250,-1.1000000000000014,252.5999999999999,2.3560606060606064,greater,equal,greater
21,4445294621,0,13,1,0,4,13,5,0,0,0,0,15878,6.8,16945,203,43,-2835,-2821,20.3,1587.8,15,3,1,13,4,14,1,1,0,0,18713,7.2,19766,209,45,2835,2821,20.9,1871.3,5.0,0.5,-2,-2,-1,-9,9,-9,-1,-1,0,0,-2835,-0.40000000000000036,-2821,-6,-2,-5670,-5642,-0.5999999999999979,-283.5,-4.5,less,equal,less
22,4480384157,0,17,2,0,4,6,3,0,0,0,0,15773,7.0,17562,238,56,-1254,-567,23.8,1577.3,16,3,1,6,4,10,1,1,0,0,17027,7.0,18129,231,60,1254,567,23.1,1702.7,2.75,0.9166666666666666,1,-1,-1,-2,2,-7,-1,-1,0,0,-1254,0.0,-567,7,-4,-2508,-1134,0.6999999999999993,-125.40000000000009,-1.8333333333333335,less,equal,greater
23,4520898233,0,78,4,0,4,3,4,2,1,1,0,15906,6.8,19219,238,67,406,1283,23.8,1590.6,15,3,1,3,4,3,0,0,0,0,15500,7.0,17936,220,64,-406,-1283,22.0,1550.0,1.125,2.0,63,1,-1,1,-1,1,2,1,1,0,406,-0.20000000000000018,1283,18,3,812,2566,1.8000000000000007,40.59999999999991,0.875,greater,equal,greater
24,4522124566,1,33,3,0,6,9,10,0,0,0,0,16515,6.8,17223,208,45,-1020,493,20.8,1651.5,18,3,1,9,6,13,0,0,0,0,17535,6.6,16730,197,36,1020,-493,19.7,1753.5,2.5833333333333335,1.2222222222222223,15,0,-1,-3,3,-3,0,0,0,0,-1020,0.20000000000000018,493,11,9,-2040,986,1.1000000000000014,-102.0,-1.3611111111111112,equal,equal,greater
25,4523978853,0,17,1,0,4,8,4,0,0,0,0,15415,6.2,16047,204,44,-2472,-1067,20.4,1541.5,19,2,1,8,4,13,1,1,0,0,17887,7.0,17114,221,36,2472,1067,22.1,1788.7,3.625,0.75,-2,-1,-1,-4,4,-9,-1,-1,0,0,-2472,-0.7999999999999998,-1067,-17,8,-4944,-2134,-1.7000000000000028,-247.20000000000005,-2.875,less,equal,less
26,4507834811,1,18,1,0,8,6,9,1,1,0,0,17178,7.0,17854,209,44,1260,-55,20.9,1717.8,10,3,1,6,8,3,0,0,0,0,15918,6.8,17909,233,36,-1260,55,23.3,1591.8,0.9375,2.0833333333333335,8,-2,-1,2,-2,6,1,1,0,0,1260,0.20000000000000018,-55,-24,8,2520,-110,-2.400000000000002,126.0,1.1458333333333335,greater,equal,greater
27,4501319968,0,19,3,1,7,4,9,0,0,0,0,17226,7.0,18982,228,61,1857,2015,22.8,1722.6,14,4,0,4,7,2,1,1,0,0,15369,6.6,16967,202,49,-1857,-2015,20.2,1536.9,0.7142857142857143,2.875,5,-1,1,3,-3,7,-1,-1,0,0,1857,0.40000000000000036,2015,26,12,3714,4030,2.6000000000000014,185.69999999999982,2.1607142857142856,less,equal,greater
28,4519148589,0,105,5,1,8,6,13,1,1,0,0,17474,6.8,17436,217,53,1320,-413,21.7,1747.4,65,3,0,6,8,11,0,0,0,0,16154,6.8,17849,223,40,-1320,413,22.3,1615.4,1.4375,2.4166666666666665,40,2,1,2,-2,2,1,1,0,0,1320,0.0,-413,-6,13,2640,-826,-0.6000000000000014,132.0,0.9791666666666665,greater,equal,greater
29,4484877784,0,18,5,0,3,8,2,1,1,0,0,14905,6.8,17974,233,52,-3282,-1647,23.3,1490.5,18,3,1,8,3,12,0,0,0,0,18187,7.4,19621,225,52,3282,1647,22.5,1818.7,4.666666666666667,0.5,0,2,-1,-5,5,-10,1,1,0,0,-3282,-0.6000000000000005,-1647,8,0,-6564,-3294,0.8000000000000007,-328.20000000000005,-4.166666666666667,greater,equal,equal
30,4466931235,1,22,7,1,9,4,10,1,1,0,0,18132,7.0,18076,228,40,2883,2111,22.8,1813.2,21,4,0,4,9,2,0,0,0,0,15249,6.2,15965,227,36,-2883,-2111,22.7,1524.9,0.5555555555555556,3.5,1,3,1,5,-5,8,1,1,0,0,2883,0.7999999999999998,2111,1,4,5766,4222,0.10000000000000142,288.29999999999995,2.9444444444444446,greater,equal,greater
31,4524189570,1,17,4,1,5,2,6,2,1,1,0,16053,6.8,17406,218,51,1703,1696,21.8,1605.3,15,2,0,2,5,2,0,0,0,0,14350,6.4,15710,206,48,-1703,-1696,20.6,1435.0,0.6,4.0,2,2,1,3,-3,4,2,1,1,0,1703,0.39999999999999947,1696,12,3,3406,3392,1.1999999999999993,170.29999999999995,3.4,greater,equal,greater
32,4503380070,0,12,3,0,6,4,7,0,0,0,0,16438,6.8,16989,203,32,608,-85,20.3,1643.8,19,2,1,4,6,4,1,1,0,0,15830,6.8,17074,206,44,-608,85,20.6,1583.0,1.0,2.375,-7,1,-1,2,-2,3,-1,-1,0,0,608,0.0,-85,-3,-12,1216,-170,-0.3000000000000007,60.799999999999955,1.375,less,equal,less
33,4497858921,0,15,2,1,5,4,4,0,0,0,0,15634,6.8,16355,201,45,71,-359,20.1,1563.4,14,1,0,4,5,4,1,1,0,0,15563,6.8,16714,222,38,-71,359,22.2,1556.3,1.2,1.75,1,1,1,1,-1,0,-1,-1,0,0,71,0.0,-359,-21,7,142,-718,-2.099999999999998,7.100000000000136,0.55,less,equal,greater
34,4509242024,1,40,2,0,6,4,4,0,0,0,0,16085,7.4,19076,204,56,275,872,20.4,1608.5,15,1,1,4,6,5,1,1,0,0,15810,7.2,18204,223,62,-275,-872,22.3,1581.0,1.0833333333333333,2.0,25,1,-1,2,-2,-1,-1,-1,0,0,275,0.20000000000000018,872,-19,-6,550,1744,-1.9000000000000021,27.5,0.9166666666666667,less,equal,greater
35,4524296550,0,24,3,0,3,4,6,0,0,0,0,14981,6.8,17082,235,52,-809,638,23.5,1498.1,17,2,1,4,3,7,2,1,1,0,15790,6.8,16444,218,50,809,-638,21.8,1579.0,2.5,1.5,7,1,-1,-1,1,-1,-2,-1,-1,0,-809,0.0,638,17,2,-1618,1276,1.6999999999999993,-80.90000000000009,-1.0,less,equal,greater
36,4516034199,0,12,4,0,2,8,2,1,1,0,0,15421,7.2,19276,217,84,-2771,-1125,21.7,1542.1,14,2,1,8,2,5,0,0,0,0,18192,7.4,20401,234,64,2771,1125,23.4,1819.2,5.25,0.375,-2,2,-1,-6,6,-3,1,1,0,0,-2771,-0.20000000000000018,-1125,-17,20,-5542,-2250,-1.6999999999999993,-277.10000000000014,-4.875,greater,equal,less
37,4504386463,0,20,2,1,5,6,4,1,0,1,0,15665,6.8,17716,203,48,-1730,-1236,20.3,1566.5,40,4,0,6,5,6,1,1,0,0,17395,7.0,18952,214,67,1730,1236,21.4,1739.5,1.8,1.1666666666666667,-20,-2,1,-1,1,-2,0,-1,1,0,-1730,-0.20000000000000018,-1236,-11,-19,-3460,-2472,-1.0999999999999979,-173.0,-0.6333333333333333,equal,equal,less
38,4523799496,0,11,3,0,7,9,5,1,0,1,0,17528,7.2,19609,234,68,-904,1377,23.4,1752.8,18,1,1,9,7,9,1,1,0,0,18432,7.0,18232,227,40,904,-1377,22.7,1843.2,1.9285714285714286,1.0555555555555556,-7,2,-1,-2,2,-4,0,-1,1,0,-904,0.20000000000000018,1377,7,28,-1808,2754,0.6999999999999993,-90.40000000000009,-0.873015873015873,equal,equal,less
39,4379931850,0,18,2,0,3,6,3,1,0,1,0,15032,6.6,16832,213,48,-1683,-1363,21.3,1503.2,36,3,1,6,3,6,1,1,0,0,16715,7.0,18195,236,44,1683,1363,23.6,1671.5,3.0,0.75,-18,-1,-1,-3,3,-3,0,-1,1,0,-1683,-0.40000000000000036,-1363,-23,4,-3366,-2726,-2.3000000000000007,-168.29999999999995,-2.25,equal,equal,less
40,4523858150,0,28,3,0,4,11,3,0,0,0,0,15483,6.8,17362,222,48,-3025,-1833,22.2,1548.3,41,0,1,11,4,16,1,1,0,0,18508,7.2,19195,213,39,3025,1833,21.3,1850.8,4.75,0.5,-13,3,-1,-7,7,-13,-1,-1,0,0,-3025,-0.40000000000000036,-1833,9,9,-6050,-3666,0.8999999999999986,-302.5,-4.25,less,equal,less
41,4459778854,1,36,1,0,10,6,12,0,0,0,0,19226,7.4,20118,231,44,3004,2300,23.1,1922.6,16,2,1,6,10,7,0,0,0,0,16222,7.0,17818,185,39,-3004,-2300,18.5,1622.2,0.95,2.6666666666666665,20,-1,-1,4,-4,5,0,0,0,0,3004,0.40000000000000036,2300,46,5,6008,4600,4.600000000000001,300.39999999999986,1.7166666666666666,equal,equal,greater
42,4499523222,1,18,3,0,9,6,14,1,1,0,0,16945,6.8,17806,204,36,1574,761,20.4,1694.5,17,2,1,6,9,6,0,0,0,0,15371,6.8,17045,194,54,-1574,-761,19.4,1537.1,1.0,2.6666666666666665,1,1,-1,3,-3,8,1,1,0,0,1574,0.0,761,10,-18,3148,1522,1.0,157.4000000000001,1.6666666666666665,greater,equal,greater
43,4477029310,1,12,2,1,5,5,3,0,0,0,0,15000,6.6,16493,233,16,-1036,-1423,23.3,1500.0,19,1,0,5,5,4,0,0,0,0,16036,7.0,17916,221,44,1036,1423,22.1,1603.6,1.4,1.3,-7,1,1,0,0,-1,0,0,0,0,-1036,-0.40000000000000036,-1423,12,-28,-2072,-2846,1.1999999999999993,-103.59999999999991,-0.09999999999999987,equal,equal,less
44,4525037711,0,18,4,1,3,4,2,1,0,1,0,15888,7.4,19090,252,60,16,433,25.2,1588.8,39,4,0,4,3,2,1,1,0,0,15872,7.0,18657,243,49,-16,-433,24.3,1587.2,1.6666666666666667,1.0,-21,0,1,-1,1,0,0,-1,1,0,16,0.40000000000000036,433,9,11,32,866,0.8999999999999986,1.599999999999909,-0.6666666666666667,equal,equal,less
45,4459414345,0,41,0,0,1,10,0,0,0,0,0,12925,6.4,15498,187,32,-6386,-4210,18.7,1292.5,12,1,1,10,1,6,1,0,1,1,19311,7.2,19708,247,56,6386,4210,24.7,1931.1,13.0,0.1,29,-1,-1,-9,9,-6,-1,0,-1,-1,-6386,-0.7999999999999998,-4210,-60,-24,-12772,-8420,-6.0,-638.5999999999999,-12.9,less,less,greater
46,4505664040,1,14,4,1,11,2,9,0,0,0,0,19250,7.6,19703,251,48,5096,3310,25.1,1925.0,15,3,0,2,11,2,0,0,0,0,14154,6.4,16393,196,53,-5096,-3310,19.6,1415.4,0.2727272727272727,7.75,-1,1,1,9,-9,7,0,0,0,0,5096,1.1999999999999993,3310,55,-5,10192,6620,5.5,509.5999999999999,7.4772727272727275,equal,equal,less
47,4439587692,1,19,1,1,8,4,5,1,1,0,1,18355,7.0,18790,218,54,2756,1683,21.8,1835.5,13,5,0,4,8,5,0,0,0,0,15599,6.8,17107,200,57,-2756,-1683,20.0,1559.9,0.8125,2.625,6,-4,1,4,-4,0,1,1,0,1,2756,0.20000000000000018,1683,18,-3,5512,3366,1.8000000000000007,275.5999999999999,1.8125,greater,greater,greater
48,4508000311,1,15,2,0,2,3,2,1,0,1,0,13978,6.6,16429,180,44,-977,-1025,18.0,1397.8,12,4,1,3,2,1,0,0,0,0,14955,6.8,17454,218,56,977,1025,21.8,1495.5,1.75,1.0,3,-2,-1,-1,1,1,1,0,1,0,-977,-0.20000000000000018,-1025,-38,-12,-1954,-2050,-3.8000000000000007,-97.70000000000005,-0.75,greater,equal,greater
49,4513365614,0,16,1,0,5,5,8,0,0,0,0,15851,6.8,17366,206,56,-808,-1655,20.6,1585.1,38,6,1,5,5,6,0,0,0,0,16659,7.2,19021,241,44,808,1655,24.1,1665.9,1.6,1.8,-22,-5,-1,0,0,2,0,0,0,0,-808,-0.40000000000000036,-1655,-35,12,-1616,-3310,-3.5,-80.80000000000018,0.19999999999999996,equal,equal,less
50,4473252742,0,14,0,0,7,9,5,0,0,0,0,16474,6.6,17408,209,50,-1559,-407,20.9,1647.4,22,4,1,9,7,13,1,1,0,0,18033,6.8,17815,206,53,1559,407,20.6,1803.3,2.2142857142857144,1.0555555555555556,-8,-4,-1,-2,2,-8,-1,-1,0,0,-1559,-0.20000000000000018,-407,3,-3,-3118,-814,0.29999999999999716,-155.89999999999986,-1.1587301587301588,less,equal,less
51,4438138890,1,18,0,0,6,8,6,0,0,0,0,16590,7.0,18284,213,49,544,75,21.3,1659.0,12,1,1,8,6,7,0,0,0,0,16046,7.0,18209,182,44,-544,-75,18.2,1604.6,1.9166666666666667,1.125,6,-1,-1,-2,2,-1,0,0,0,0,544,0.0,75,31,5,1088,150,3.1000000000000014,54.40000000000009,-0.7916666666666667,equal,equal,greater
52,4467008289,1,22,4,1,5,2,2,2,1,1,0,15737,7.0,18634,217,53,1381,1017,21.7,1573.7,16,3,0,2,5,1,0,0,0,0,14356,7.0,17617,212,60,-1381,-1017,21.2,1435.6,0.5,3.0,6,1,1,3,-3,1,2,1,1,0,1381,0.0,1017,5,-7,2762,2034,0.5,138.10000000000014,2.5,greater,equal,greater
53,4492625917,1,37,2,1,5,3,5,0,0,0,0,16990,7.4,19634,248,54,2031,1449,24.8,1699.0,15,1,0,3,5,5,1,1,0,0,14959,7.0,18185,210,68,-2031,-1449,21.0,1495.9,1.1,2.5,22,1,1,2,-2,0,-1,-1,0,0,2031,0.40000000000000036,1449,38,-14,4062,2898,3.8000000000000007,203.0999999999999,1.4,less,equal,greater
54,4502901044,0,14,4,0,3,3,2,1,1,0,0,15297,7.0,19210,246,56,131,370,24.6,1529.7,20,2,1,3,3,1,0,0,0,0,15166,7.2,18840,227,64,-131,-370,22.7,1516.6,1.1666666666666667,1.3333333333333333,-6,2,-1,0,0,1,1,1,0,0,131,-0.20000000000000018,370,19,-8,262,740,1.9000000000000021,13.100000000000136,0.16666666666666652,greater,equal,less
55,4467732013,0,16,2,0,4,10,4,1,0,1,0,15651,7.0,17696,224,53,-2699,-2749,22.4,1565.1,30,2,1,10,4,11,1,1,0,0,18350,7.4,20445,201,54,2699,2749,20.1,1835.0,3.875,0.6,-14,0,-1,-6,6,-7,0,-1,1,0,-2699,-0.40000000000000036,-2749,23,-1,-5398,-5498,2.299999999999997,-269.9000000000001,-3.275,equal,equal,less
56,4514402510,0,17,0,1,5,7,7,1,1,0,0,15587,6.8,16746,181,63,-1672,-2698,18.1,1558.7,14,0,0,7,5,6,0,0,0,0,17259,7.4,19444,218,76,1672,2698,21.8,1725.9,2.0,1.2142857142857142,3,0,1,-2,2,1,1,1,0,0,-1672,-0.6000000000000005,-2698,-37,-13,-3344,-5396,-3.6999999999999993,-167.20000000000005,-0.7857142857142858,greater,equal,greater
57,4521277262,1,19,3,1,10,6,11,1,1,0,0,17777,7.2,18131,213,42,1201,316,21.3,1777.7,18,4,0,6,10,5,0,0,0,0,16576,6.8,17815,234,44,-1201,-316,23.4,1657.6,0.85,2.5833333333333335,1,-1,1,4,-4,6,1,1,0,0,1201,0.40000000000000036,316,-21,-2,2402,632,-2.099999999999998,120.10000000000014,1.7333333333333334,greater,equal,greater
58,4521752962,1,29,3,1,7,5,5,2,1,1,0,16426,7.0,18407,222,55,-108,59,22.2,1642.6,14,4,0,5,7,4,0,0,0,0,16534,6.8,18348,247,44,108,-59,24.7,1653.4,1.0,1.9,15,-1,1,2,-2,1,2,1,1,0,-108,0.20000000000000018,59,-25,11,-216,118,-2.5,-10.800000000000182,0.8999999999999999,greater,equal,greater
59,4514070165,0,12,0,0,10,7,11,0,0,0,1,20278,7.2,19575,236,58,4633,2269,23.6,2027.8,20,1,1,7,10,6,1,1,0,0,15645,6.6,17306,182,45,-4633,-2269,18.2,1564.5,1.0,2.2142857142857144,-8,-1,-1,3,-3,5,-1,-1,0,1,4633,0.6000000000000005,2269,54,13,9266,4538,5.400000000000002,463.29999999999995,1.2142857142857144,less,greater,less
60,4525056568,0,18,4,0,2,7,0,0,0,0,0,13791,6.6,16437,191,62,-2262,-1391,19.1,1379.1,18,3,1,7,2,4,1,1,0,0,16053,6.8,17828,218,48,2262,1391,21.8,1605.3,4.5,0.2857142857142857,0,1,-1,-5,5,-4,-1,-1,0,0,-2262,-0.20000000000000018,-1391,-27,14,-4524,-2782,-2.6999999999999993,-226.20000000000005,-4.214285714285714,less,equal,equal
61,4521255103,0,24,3,0,6,7,5,0,0,0,0,16505,7.0,17667,208,70,-49,500,20.8,1650.5,17,2,1,7,6,10,1,1,0,0,16554,6.8,17167,207,45,49,-500,20.7,1655.4,2.0,1.2142857142857142,7,1,-1,-1,1,-5,-1,-1,0,0,-49,0.20000000000000018,500,1,25,-98,1000,0.10000000000000142,-4.900000000000091,-0.7857142857142858,less,equal,greater
62,4510728488,1,18,2,1,6,4,4,1,1,0,0,17277,7.2,19610,229,54,1687,1089,22.9,1727.7,36,3,0,4,6,5,1,0,1,0,15590,7.2,18521,232,56,-1687,-1089,23.2,1559.0,1.0833333333333333,2.0,-18,-1,1,2,-2,-1,0,1,-1,0,1687,0.0,1089,-3,-2,3374,2178,-0.3000000000000007,168.70000000000005,0.9166666666666667,equal,equal,less
